event_id,event_type,city,venue_type,music_genre,target_audience,day_of_week,start_time,ticket_price,capacity,tickets_sold,occupancy_rate,sales_start_days_before,promotion_strategy,main_sales_channel,drinks_included,weather,competing_events,result,business_notes
1838,Fiesta Erasmus,Sevilla,Beach club,Reggaeton,Universitarios,Domingo,20:00,15,3000,2185,0.73,10,Campaña Instagram,Wegow,0,Nublado,0,Buen resultado,Ventas lentas al inicio y aceleración final
1839,Pool party,Sevilla,Recinto exterior,Urbano,Jóvenes 25-35,Jueves,20:00,22,1500,1111,0.74,7,Preventa por tramos,WhatsApp,2,Nublado,2,Buen resultado,Faltó campaña de urgencia en últimos días
1840,Noche comercial,Valencia,Beach club,Latino,Universitarios,Sábado,00:00,12,300,60,0.2,10,Campaña Instagram,RRPP,1,Lluvia,1,Resultado flojo,Instagram generó visibilidad pero pocas ventas directas
1841,Concierto pop,Madrid,Recinto exterior,Indie,Público general,Jueves,22:00,23,300,137,0.46,30,Campaña Instagram,Fourvenues,1,Lluvia,2,Resultado flojo,Instagram generó visibilidad pero pocas ventas directas
1842,Fiesta Erasmus,Málaga,Sala de conciertos,Comercial,Universitarios,Sábado,00:00,17,1500,1048,0.7,14,Preventa por tramos,Wegow,1,Nublado,1,Buen resultado,Ventas lentas al inicio y aceleración final
1843,Fiesta techno,Sevilla,Recinto exterior,Indie,Público general,Jueves,16:00,20,500,277,0.55,10,Preventa por tramos,RRPP,2,Nublado,2,Resultado medio,Alta conversión por RRPP
1844,Concierto pop,Sevilla,Terraza,Urbano,Universitarios,Jueves,18:00,28,600,476,0.79,45,Comunidad WhatsApp,Instagram,0,Nublado,0,Buen resultado,Alta conversión por RRPP
1845,Fiesta techno,Málaga,Beach club,Comercial,Erasmus,Jueves,00:00,16,1200,1104,0.92,21,Sorteo de entradas,Wegow,2,Soleado,2,Sold out o casi sold out,Promoción por grupos funcionó muy bien
1846,Noche comercial,Valencia,Discoteca,Comercial,Jóvenes 25-35,Viernes,22:00,18,2000,1006,0.5,45,Sorteo de entradas,Wegow,2,Soleado,1,Resultado medio,WhatsApp fue el canal más efectivo
1847,Pool party,Sevilla,Discoteca,Reggaeton,Universitarios,Sábado,16:00,17,400,390,0.97,21,RRPP universitarios,RRPP,2,Lluvia,2,Sold out o casi sold out,WhatsApp fue el canal más efectivo
1848,Fiesta Erasmus,Sevilla,Terraza,Indie,Jóvenes 18-25,Jueves,00:00,15,300,147,0.49,14,Descuento early bird,RRPP,1,Nublado,0,Resultado flojo,Ventas lentas al inicio y aceleración final
1849,Fiesta reggaeton,Madrid,Terraza,Latino,Jóvenes 18-25,Sábado,16:00,18,500,371,0.74,21,Comunidad WhatsApp,WhatsApp,1,Frío,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
1850,Noche comercial,Sevilla,Recinto exterior,Urbano,Jóvenes 25-35,Jueves,18:00,20,400,280,0.7,45,Campaña Instagram,Web ticketing,2,Frío,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
1851,Fiesta Erasmus,Sevilla,Beach club,Pop,Jóvenes 25-35,Jueves,18:00,10,2000,1212,0.61,7,RRPP universitarios,Fourvenues,1,Frío,1,Resultado medio,WhatsApp fue el canal más efectivo
1852,Pool party,Málaga,Sala de conciertos,Indie,Público general,Domingo,22:00,25,600,600,1.0,45,Comunidad WhatsApp,RRPP,0,Nublado,2,Sold out o casi sold out,Faltó campaña de urgencia en últimos días
1853,Fiesta reggaeton,Granada,Terraza,Latino,Jóvenes 25-35,Domingo,16:00,12,600,597,0.99,14,RRPP universitarios,Web ticketing,2,Frío,0,Sold out o casi sold out,Ventas lentas al inicio y aceleración final
1854,Pool party,Córdoba,Discoteca,Comercial,Jóvenes 18-25,Viernes,22:00,17,600,371,0.62,30,Promoción grupos,WhatsApp,2,Nublado,1,Resultado medio,La competencia afectó a las ventas
1855,Concierto pop,Córdoba,Terraza,Urbano,Universitarios,Sábado,18:00,28,1200,1081,0.9,30,Sorteo de entradas,WhatsApp,2,Frío,2,Sold out o casi sold out,Buena respuesta de comunidad universitaria
1856,Fiesta Erasmus,Madrid,Beach club,Latino,Erasmus,Jueves,16:00,17,3000,2552,0.85,10,Preventa por tramos,WhatsApp,1,Calor,0,Buen resultado,Promoción por grupos funcionó muy bien
1857,Evento indie,Madrid,Sala de conciertos,Comercial,Erasmus,Jueves,16:00,16,3000,1506,0.5,14,RRPP universitarios,Web ticketing,1,Soleado,1,Resultado medio,Faltó campaña de urgencia en últimos días
1858,Fiesta Erasmus,Valencia,Sala de conciertos,Indie,Universitarios,Jueves,16:00,14,800,631,0.79,7,Colaboración con influencers locales,Instagram,0,Nublado,2,Buen resultado,Buena respuesta de comunidad universitaria
1859,Afterwork,Málaga,Recinto exterior,Comercial,Público general,Domingo,20:00,13,2000,1530,0.77,45,Preventa por tramos,Web ticketing,1,Lluvia,2,Buen resultado,La competencia afectó a las ventas
1860,Noche comercial,Córdoba,Terraza,Indie,Público general,Domingo,20:00,12,1500,989,0.66,7,Preventa por tramos,WhatsApp,0,Nublado,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1861,Fiesta Erasmus,Granada,Beach club,Comercial,Universitarios,Jueves,18:00,14,1000,547,0.55,10,Preventa por tramos,Web ticketing,0,Soleado,1,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1862,Fiesta reggaeton,Sevilla,Beach club,Urbano,Jóvenes 18-25,Sábado,00:00,15,3000,1965,0.66,30,Colaboración con influencers locales,Instagram,1,Frío,0,Resultado medio,WhatsApp fue el canal más efectivo
1863,Afterwork,Málaga,Discoteca,Indie,Erasmus,Jueves,16:00,8,400,364,0.91,45,Sorteo de entradas,Wegow,0,Nublado,2,Sold out o casi sold out,WhatsApp fue el canal más efectivo
1864,Fiesta Erasmus,Córdoba,Terraza,Techno,Erasmus,Jueves,20:00,9,600,442,0.74,21,Sorteo de entradas,Instagram,0,Nublado,1,Buen resultado,La competencia afectó a las ventas
1865,Festival urbano,Madrid,Discoteca,Latino,Universitarios,Sábado,20:00,30,3000,2153,0.72,45,Preventa por tramos,Instagram,0,Frío,2,Buen resultado,La competencia afectó a las ventas
1866,Afterwork,Sevilla,Terraza,Comercial,Jóvenes 25-35,Viernes,20:00,13,600,298,0.5,45,Promoción grupos,Instagram,2,Frío,1,Resultado medio,Alta conversión por RRPP
1867,Fiesta reggaeton,Córdoba,Terraza,Reggaeton,Público general,Viernes,18:00,17,800,719,0.9,21,Descuento early bird,Wegow,2,Soleado,2,Sold out o casi sold out,Ventas lentas al inicio y aceleración final
1868,Concierto pop,Córdoba,Discoteca,Reggaeton,Público general,Domingo,20:00,22,800,569,0.71,10,Campaña Instagram,Wegow,1,Calor,1,Buen resultado,La competencia afectó a las ventas
1869,Evento indie,Sevilla,Discoteca,Pop,Jóvenes 25-35,Viernes,00:00,20,3000,2552,0.85,30,Preventa por tramos,Wegow,1,Nublado,0,Buen resultado,Alta conversión por RRPP
1870,Tardeo universitario,Valencia,Beach club,Urbano,Jóvenes 18-25,Sábado,16:00,17,2000,1105,0.55,30,Colaboración con influencers locales,Instagram,0,Lluvia,2,Resultado medio,Precio demasiado alto para el público objetivo
1871,Pool party,Córdoba,Sala de conciertos,Pop,Universitarios,Domingo,22:00,23,600,327,0.55,21,Sorteo de entradas,Wegow,0,Soleado,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1872,Tardeo universitario,Córdoba,Sala de conciertos,Reggaeton,Jóvenes 25-35,Viernes,16:00,17,500,393,0.79,10,Comunidad WhatsApp,RRPP,0,Nublado,1,Buen resultado,Faltó campaña de urgencia en últimos días
1873,Noche comercial,Madrid,Sala de conciertos,Latino,Universitarios,Domingo,20:00,12,800,676,0.84,7,Campaña Instagram,Instagram,1,Nublado,1,Buen resultado,Ventas lentas al inicio y aceleración final
1874,Festival urbano,Granada,Sala de conciertos,Pop,Público general,Sábado,20:00,28,800,418,0.52,14,RRPP universitarios,Fourvenues,2,Soleado,0,Resultado medio,Evento con alta ocupación y buen margen
1875,Pool party,Córdoba,Terraza,Comercial,Universitarios,Jueves,16:00,17,800,601,0.75,30,Sorteo de entradas,Fourvenues,1,Soleado,1,Buen resultado,Faltó campaña de urgencia en últimos días
1876,Festival urbano,Córdoba,Terraza,Techno,Público general,Jueves,16:00,30,500,422,0.84,14,Campaña Instagram,Web ticketing,1,Soleado,1,Buen resultado,Evento con alta ocupación y buen margen
1877,Afterwork,Sevilla,Recinto exterior,Latino,Universitarios,Jueves,00:00,13,1000,510,0.51,14,Preventa por tramos,Fourvenues,1,Nublado,1,Resultado medio,Evento con alta ocupación y buen margen
1878,Fiesta techno,Málaga,Sala de conciertos,Techno,Jóvenes 25-35,Domingo,18:00,16,3000,2354,0.78,10,Sorteo de entradas,Web ticketing,1,Calor,2,Buen resultado,Promoción por grupos funcionó muy bien
1879,Afterwork,Córdoba,Discoteca,Indie,Jóvenes 18-25,Jueves,18:00,13,300,273,0.91,10,Promoción grupos,Fourvenues,2,Calor,0,Sold out o casi sold out,Faltó campaña de urgencia en últimos días
1880,Festival urbano,Valencia,Sala de conciertos,Pop,Universitarios,Domingo,00:00,30,600,327,0.55,21,Sorteo de entradas,Fourvenues,2,Nublado,2,Resultado medio,Faltó campaña de urgencia en últimos días
1881,Afterwork,Madrid,Sala de conciertos,Techno,Jóvenes 18-25,Viernes,00:00,12,1200,752,0.63,30,Colaboración con influencers locales,WhatsApp,2,Soleado,2,Resultado medio,Buena respuesta de comunidad universitaria
1882,Fiesta Erasmus,Granada,Terraza,Techno,Jóvenes 18-25,Viernes,20:00,12,1000,744,0.74,7,RRPP universitarios,Web ticketing,2,Calor,0,Buen resultado,Promoción por grupos funcionó muy bien
1883,Tardeo universitario,Madrid,Terraza,Techno,Público general,Sábado,20:00,15,1200,854,0.71,21,Comunidad WhatsApp,Web ticketing,2,Soleado,0,Buen resultado,Promoción por grupos funcionó muy bien
1884,Noche comercial,Málaga,Recinto exterior,Urbano,Jóvenes 18-25,Jueves,20:00,12,600,570,0.95,7,Comunidad WhatsApp,Web ticketing,2,Soleado,2,Sold out o casi sold out,Evento con alta ocupación y buen margen
1885,Festival urbano,Sevilla,Beach club,Indie,Jóvenes 25-35,Viernes,00:00,33,1200,881,0.73,21,Comunidad WhatsApp,WhatsApp,1,Calor,2,Buen resultado,Evento con alta ocupación y buen margen
1886,Noche comercial,Madrid,Terraza,Urbano,Universitarios,Domingo,16:00,12,300,234,0.78,14,Promoción grupos,Web ticketing,2,Soleado,1,Buen resultado,Ventas lentas al inicio y aceleración final
1887,Tardeo universitario,Sevilla,Beach club,Pop,Jóvenes 25-35,Jueves,16:00,17,1200,420,0.35,14,Descuento early bird,Web ticketing,1,Frío,1,Resultado flojo,Alta conversión por RRPP
1888,Afterwork,Valencia,Beach club,Urbano,Universitarios,Jueves,00:00,8,500,248,0.5,14,Sorteo de entradas,Web ticketing,2,Lluvia,1,Resultado medio,Alta conversión por RRPP
1889,Fiesta Erasmus,Madrid,Beach club,Pop,Universitarios,Sábado,18:00,10,3000,1354,0.45,21,Descuento early bird,RRPP,1,Lluvia,1,Resultado flojo,Buena respuesta de comunidad universitaria
1890,Festival urbano,Sevilla,Beach club,Urbano,Universitarios,Domingo,00:00,28,300,164,0.55,14,RRPP universitarios,WhatsApp,1,Frío,0,Resultado medio,Promoción por grupos funcionó muy bien
1891,Evento indie,Valencia,Recinto exterior,Urbano,Erasmus,Domingo,22:00,21,600,398,0.66,45,Comunidad WhatsApp,Wegow,1,Soleado,2,Resultado medio,Promoción por grupos funcionó muy bien
1892,Afterwork,Málaga,Recinto exterior,Techno,Jóvenes 18-25,Sábado,20:00,12,500,394,0.79,30,Campaña Instagram,RRPP,0,Soleado,0,Buen resultado,Evento con alta ocupación y buen margen
1893,Fiesta reggaeton,Madrid,Sala de conciertos,Reggaeton,Jóvenes 18-25,Sábado,22:00,17,2000,988,0.49,21,RRPP universitarios,Fourvenues,1,Frío,1,Resultado flojo,Promoción por grupos funcionó muy bien
1894,Evento indie,Córdoba,Sala de conciertos,Reggaeton,Erasmus,Domingo,00:00,23,600,347,0.58,30,Campaña Instagram,WhatsApp,1,Lluvia,2,Resultado medio,La competencia afectó a las ventas
1895,Fiesta Erasmus,Valencia,Sala de conciertos,Techno,Universitarios,Jueves,22:00,9,1200,1028,0.86,21,RRPP universitarios,Instagram,1,Nublado,1,Buen resultado,Buena respuesta de comunidad universitaria
1896,Concierto pop,Málaga,Recinto exterior,Pop,Jóvenes 18-25,Sábado,22:00,23,1200,747,0.62,21,Colaboración con influencers locales,Web ticketing,2,Frío,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1897,Afterwork,Granada,Discoteca,Indie,Público general,Domingo,00:00,15,800,540,0.68,14,Colaboración con influencers locales,WhatsApp,2,Frío,1,Resultado medio,Faltó campaña de urgencia en últimos días
1898,Evento indie,Sevilla,Beach club,Pop,Erasmus,Domingo,16:00,20,1200,874,0.73,21,Colaboración con influencers locales,WhatsApp,1,Soleado,0,Buen resultado,Faltó campaña de urgencia en últimos días
1899,Festival urbano,Sevilla,Discoteca,Latino,Jóvenes 25-35,Domingo,20:00,30,1500,748,0.5,10,Colaboración con influencers locales,WhatsApp,2,Soleado,1,Resultado medio,Ventas lentas al inicio y aceleración final
1900,Pool party,Sevilla,Sala de conciertos,Reggaeton,Público general,Jueves,18:00,22,300,215,0.72,14,Preventa por tramos,Fourvenues,1,Soleado,2,Buen resultado,La competencia afectó a las ventas
1901,Concierto pop,Valencia,Terraza,Comercial,Jóvenes 18-25,Sábado,18:00,25,1200,505,0.42,10,Campaña Instagram,Wegow,2,Lluvia,2,Resultado flojo,Precio demasiado alto para el público objetivo
1902,Fiesta techno,Córdoba,Recinto exterior,Reggaeton,Universitarios,Jueves,00:00,15,400,355,0.89,7,Comunidad WhatsApp,Web ticketing,2,Soleado,2,Buen resultado,Faltó campaña de urgencia en últimos días
1903,Evento indie,Córdoba,Discoteca,Reggaeton,Público general,Domingo,20:00,21,1000,824,0.82,10,Descuento early bird,RRPP,0,Soleado,2,Buen resultado,WhatsApp fue el canal más efectivo
1904,Fiesta Erasmus,Córdoba,Discoteca,Pop,Jóvenes 18-25,Domingo,22:00,15,1200,941,0.78,21,Colaboración con influencers locales,Web ticketing,2,Soleado,2,Buen resultado,Faltó campaña de urgencia en últimos días
1905,Noche comercial,Córdoba,Recinto exterior,Comercial,Jóvenes 25-35,Viernes,20:00,17,1000,808,0.81,14,Preventa por tramos,Fourvenues,0,Lluvia,2,Buen resultado,Evento con alta ocupación y buen margen
1906,Tardeo universitario,Madrid,Beach club,Reggaeton,Jóvenes 18-25,Viernes,20:00,15,500,296,0.59,45,Campaña Instagram,Fourvenues,2,Nublado,0,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1907,Tardeo universitario,Granada,Terraza,Latino,Jóvenes 25-35,Viernes,00:00,12,300,167,0.56,7,Sorteo de entradas,Instagram,1,Nublado,0,Resultado medio,Ventas lentas al inicio y aceleración final
1908,Fiesta Erasmus,Córdoba,Discoteca,Pop,Jóvenes 25-35,Sábado,20:00,12,400,326,0.81,21,Colaboración con influencers locales,Instagram,2,Nublado,2,Buen resultado,La competencia afectó a las ventas
1909,Fiesta techno,Granada,Recinto exterior,Pop,Jóvenes 18-25,Viernes,18:00,15,800,628,0.79,7,Preventa por tramos,Instagram,1,Lluvia,2,Buen resultado,Precio demasiado alto para el público objetivo
1910,Afterwork,Córdoba,Sala de conciertos,Latino,Jóvenes 18-25,Jueves,20:00,7,800,316,0.4,10,Sorteo de entradas,Web ticketing,1,Lluvia,1,Resultado flojo,Promoción por grupos funcionó muy bien
1911,Fiesta reggaeton,Madrid,Sala de conciertos,Reggaeton,Erasmus,Sábado,00:00,12,2000,1170,0.58,14,Descuento early bird,Instagram,1,Lluvia,1,Resultado medio,Evento con alta ocupación y buen margen
1912,Afterwork,Granada,Sala de conciertos,Comercial,Universitarios,Domingo,18:00,13,3000,2408,0.8,14,Descuento early bird,WhatsApp,0,Calor,2,Buen resultado,Ventas lentas al inicio y aceleración final
1913,Afterwork,Córdoba,Terraza,Pop,Público general,Jueves,00:00,13,600,432,0.72,10,Sorteo de entradas,Web ticketing,0,Lluvia,2,Buen resultado,Ventas lentas al inicio y aceleración final
1914,Concierto pop,Granada,Beach club,Latino,Público general,Jueves,00:00,25,400,245,0.61,21,Preventa por tramos,Fourvenues,2,Soleado,0,Resultado medio,Precio demasiado alto para el público objetivo
1915,Fiesta techno,Granada,Sala de conciertos,Reggaeton,Público general,Sábado,22:00,16,400,283,0.71,7,Colaboración con influencers locales,Fourvenues,2,Nublado,0,Buen resultado,Precio demasiado alto para el público objetivo
1916,Concierto pop,Granada,Discoteca,Reggaeton,Jóvenes 18-25,Domingo,20:00,25,1000,944,0.94,10,Promoción grupos,Instagram,1,Nublado,0,Sold out o casi sold out,Ventas lentas al inicio y aceleración final
1917,Concierto pop,Málaga,Sala de conciertos,Reggaeton,Jóvenes 18-25,Sábado,20:00,22,400,400,1.0,30,Preventa por tramos,Web ticketing,0,Frío,2,Sold out o casi sold out,Instagram generó visibilidad pero pocas ventas directas
1918,Noche comercial,Madrid,Terraza,Comercial,Jóvenes 18-25,Sábado,18:00,15,800,447,0.56,14,Colaboración con influencers locales,Web ticketing,2,Frío,0,Resultado medio,La competencia afectó a las ventas
1919,Noche comercial,Madrid,Discoteca,Techno,Jóvenes 25-35,Sábado,22:00,18,400,320,0.8,45,Descuento early bird,Instagram,1,Soleado,1,Buen resultado,Buena respuesta de comunidad universitaria
1920,Fiesta reggaeton,Valencia,Recinto exterior,Comercial,Jóvenes 25-35,Jueves,22:00,20,500,293,0.59,14,Preventa por tramos,RRPP,0,Calor,2,Resultado medio,Ventas lentas al inicio y aceleración final
1921,Afterwork,Sevilla,Recinto exterior,Latino,Público general,Viernes,00:00,15,1000,605,0.6,21,RRPP universitarios,Fourvenues,1,Soleado,2,Resultado medio,Instagram generó visibilidad pero pocas ventas directas
1922,Noche comercial,Córdoba,Sala de conciertos,Reggaeton,Público general,Viernes,20:00,12,300,241,0.8,14,Comunidad WhatsApp,Web ticketing,0,Calor,2,Buen resultado,Precio demasiado alto para el público objetivo
1923,Pool party,Sevilla,Sala de conciertos,Indie,Jóvenes 25-35,Jueves,18:00,20,1500,929,0.62,30,Campaña Instagram,Instagram,0,Nublado,0,Resultado medio,WhatsApp fue el canal más efectivo
1924,Festival urbano,Sevilla,Beach club,Urbano,Universitarios,Viernes,18:00,30,300,194,0.65,45,Descuento early bird,RRPP,0,Lluvia,1,Resultado medio,Buena respuesta de comunidad universitaria
1925,Afterwork,Córdoba,Discoteca,Latino,Jóvenes 25-35,Jueves,22:00,7,800,729,0.91,21,Comunidad WhatsApp,Wegow,0,Soleado,0,Sold out o casi sold out,Faltó campaña de urgencia en últimos días
1926,Festival urbano,Córdoba,Recinto exterior,Comercial,Público general,Sábado,00:00,35,400,400,1.0,30,Preventa por tramos,Fourvenues,1,Calor,0,Sold out o casi sold out,Evento con alta ocupación y buen margen
1927,Evento indie,Córdoba,Recinto exterior,Comercial,Jóvenes 18-25,Viernes,22:00,20,1000,530,0.53,10,Preventa por tramos,RRPP,2,Frío,1,Resultado medio,La competencia afectó a las ventas
1928,Afterwork,Madrid,Beach club,Urbano,Jóvenes 25-35,Sábado,22:00,8,400,331,0.83,21,Sorteo de entradas,Fourvenues,0,Calor,2,Buen resultado,Buena respuesta de comunidad universitaria
1929,Fiesta techno,Sevilla,Beach club,Reggaeton,Universitarios,Jueves,16:00,21,1500,1174,0.78,14,Campaña Instagram,Wegow,1,Frío,0,Buen resultado,WhatsApp fue el canal más efectivo
1930,Noche comercial,Madrid,Discoteca,Techno,Público general,Jueves,18:00,18,800,719,0.9,30,Campaña Instagram,WhatsApp,2,Soleado,2,Sold out o casi sold out,Alta conversión por RRPP
1931,Afterwork,Sevilla,Beach club,Pop,Jóvenes 18-25,Jueves,00:00,10,300,202,0.67,10,Promoción grupos,WhatsApp,2,Frío,2,Resultado medio,Precio demasiado alto para el público objetivo
1932,Concierto pop,Madrid,Terraza,Reggaeton,Jóvenes 25-35,Domingo,16:00,23,600,519,0.86,45,Campaña Instagram,Fourvenues,1,Soleado,2,Buen resultado,WhatsApp fue el canal más efectivo
1933,Afterwork,Granada,Beach club,Latino,Público general,Domingo,18:00,13,500,316,0.63,10,Sorteo de entradas,WhatsApp,2,Frío,2,Resultado medio,La competencia afectó a las ventas
1934,Fiesta techno,Madrid,Sala de conciertos,Comercial,Público general,Jueves,00:00,16,1000,788,0.79,7,Promoción grupos,Wegow,0,Nublado,0,Buen resultado,La competencia afectó a las ventas
1935,Evento indie,Córdoba,Beach club,Comercial,Jóvenes 18-25,Domingo,18:00,20,3000,1835,0.61,14,Colaboración con influencers locales,Web ticketing,0,Frío,2,Resultado medio,La competencia afectó a las ventas
1936,Pool party,Granada,Terraza,Indie,Jóvenes 18-25,Domingo,20:00,17,600,366,0.61,21,Descuento early bird,Instagram,1,Soleado,0,Resultado medio,Alta conversión por RRPP
1937,Noche comercial,Valencia,Sala de conciertos,Indie,Público general,Domingo,22:00,20,400,226,0.56,45,Comunidad WhatsApp,Wegow,0,Frío,1,Resultado medio,La competencia afectó a las ventas
1938,Fiesta techno,Córdoba,Recinto exterior,Pop,Universitarios,Jueves,16:00,21,800,262,0.33,21,Colaboración con influencers locales,Web ticketing,0,Lluvia,1,Resultado flojo,Alta conversión por RRPP
1939,Evento indie,Valencia,Recinto exterior,Pop,Universitarios,Domingo,00:00,15,300,248,0.83,30,Colaboración con influencers locales,Wegow,0,Calor,1,Buen resultado,Alta conversión por RRPP
1940,Fiesta techno,Málaga,Discoteca,Urbano,Erasmus,Jueves,20:00,16,500,321,0.64,14,Promoción grupos,Fourvenues,1,Lluvia,2,Resultado medio,La competencia afectó a las ventas
1941,Afterwork,Valencia,Sala de conciertos,Pop,Público general,Viernes,16:00,15,3000,2499,0.83,30,Colaboración con influencers locales,Web ticketing,0,Frío,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
1942,Fiesta reggaeton,Valencia,Beach club,Reggaeton,Jóvenes 18-25,Jueves,20:00,15,400,187,0.47,10,Campaña Instagram,Instagram,0,Lluvia,2,Resultado flojo,Promoción por grupos funcionó muy bien
1943,Afterwork,Córdoba,Recinto exterior,Comercial,Jóvenes 25-35,Jueves,16:00,10,300,132,0.44,10,Descuento early bird,WhatsApp,1,Lluvia,1,Resultado flojo,Instagram generó visibilidad pero pocas ventas directas
1944,Noche comercial,Córdoba,Recinto exterior,Latino,Jóvenes 18-25,Domingo,00:00,20,1000,717,0.72,10,RRPP universitarios,Web ticketing,2,Nublado,0,Buen resultado,Faltó campaña de urgencia en últimos días
1945,Noche comercial,Málaga,Discoteca,Indie,Erasmus,Sábado,20:00,13,300,281,0.94,7,Sorteo de entradas,Web ticketing,1,Nublado,2,Sold out o casi sold out,Alta conversión por RRPP
1946,Concierto pop,Madrid,Sala de conciertos,Latino,Universitarios,Domingo,18:00,23,400,236,0.59,21,Colaboración con influencers locales,WhatsApp,0,Lluvia,2,Resultado medio,Faltó campaña de urgencia en últimos días
1947,Noche comercial,Granada,Recinto exterior,Urbano,Público general,Sábado,16:00,18,2000,1871,0.94,7,Comunidad WhatsApp,Fourvenues,1,Frío,0,Sold out o casi sold out,Alta conversión por RRPP
1948,Noche comercial,Valencia,Beach club,Reggaeton,Público general,Jueves,16:00,18,500,246,0.49,45,Colaboración con influencers locales,Web ticketing,0,Lluvia,1,Resultado flojo,Faltó campaña de urgencia en últimos días
1949,Festival urbano,Madrid,Sala de conciertos,Pop,Erasmus,Jueves,00:00,35,2000,1517,0.76,10,Sorteo de entradas,WhatsApp,0,Calor,2,Buen resultado,Alta conversión por RRPP
1950,Pool party,Granada,Recinto exterior,Urbano,Jóvenes 25-35,Sábado,20:00,20,300,180,0.6,14,Sorteo de entradas,WhatsApp,1,Calor,0,Resultado medio,Evento con alta ocupación y buen margen
1951,Concierto pop,Valencia,Terraza,Techno,Jóvenes 25-35,Domingo,20:00,23,500,100,0.2,45,Colaboración con influencers locales,RRPP,2,Lluvia,1,Resultado flojo,Evento con alta ocupación y buen margen
1952,Noche comercial,Málaga,Recinto exterior,Urbano,Erasmus,Sábado,16:00,17,1500,1450,0.97,7,Promoción grupos,WhatsApp,2,Nublado,1,Sold out o casi sold out,Buena respuesta de comunidad universitaria
1953,Fiesta reggaeton,Granada,Terraza,Urbano,Jóvenes 25-35,Viernes,18:00,20,400,266,0.67,14,Comunidad WhatsApp,Wegow,2,Lluvia,0,Resultado medio,WhatsApp fue el canal más efectivo
1954,Fiesta techno,Granada,Terraza,Urbano,Público general,Sábado,16:00,23,800,613,0.77,45,Sorteo de entradas,WhatsApp,1,Soleado,0,Buen resultado,Faltó campaña de urgencia en últimos días
1955,Fiesta Erasmus,Madrid,Terraza,Comercial,Jóvenes 18-25,Domingo,00:00,15,500,391,0.78,14,Campaña Instagram,Wegow,0,Lluvia,0,Buen resultado,Alta conversión por RRPP
1956,Tardeo universitario,Valencia,Beach club,Latino,Jóvenes 18-25,Domingo,20:00,14,1200,477,0.4,7,Comunidad WhatsApp,Web ticketing,0,Lluvia,2,Resultado flojo,La competencia afectó a las ventas
1957,Fiesta reggaeton,Sevilla,Recinto exterior,Techno,Erasmus,Viernes,22:00,12,1500,1050,0.7,14,Comunidad WhatsApp,Web ticketing,0,Soleado,1,Buen resultado,Evento con alta ocupación y buen margen
1958,Fiesta reggaeton,Granada,Recinto exterior,Comercial,Público general,Domingo,18:00,18,1000,947,0.95,14,Campaña Instagram,WhatsApp,1,Soleado,2,Sold out o casi sold out,La competencia afectó a las ventas
1959,Pool party,Granada,Terraza,Comercial,Jóvenes 25-35,Jueves,00:00,17,1200,670,0.56,7,Promoción grupos,Web ticketing,2,Soleado,0,Resultado medio,Alta conversión por RRPP
1960,Tardeo universitario,Valencia,Discoteca,Latino,Universitarios,Domingo,00:00,15,800,675,0.84,7,Preventa por tramos,Web ticketing,2,Frío,2,Buen resultado,Instagram generó visibilidad pero pocas ventas directas
1961,Fiesta techno,Madrid,Terraza,Pop,Universitarios,Domingo,20:00,21,2000,1185,0.59,21,RRPP universitarios,RRPP,0,Lluvia,2,Resultado medio,Promoción por grupos funcionó muy bien
1962,Concierto pop,Córdoba,Recinto exterior,Techno,Jóvenes 18-25,Sábado,16:00,23,500,359,0.72,30,Sorteo de entradas,RRPP,1,Frío,0,Buen resultado,Faltó campaña de urgencia en últimos días
1963,Concierto pop,Sevilla,Terraza,Latino,Universitarios,Viernes,00:00,27,3000,1207,0.4,14,Preventa por tramos,RRPP,0,Lluvia,0,Resultado flojo,Faltó campaña de urgencia en últimos días
1964,Concierto pop,Córdoba,Recinto exterior,Latino,Erasmus,Sábado,18:00,30,400,244,0.61,14,Colaboración con influencers locales,Fourvenues,1,Calor,1,Resultado medio,Buena respuesta de comunidad universitaria
1965,Tardeo universitario,Valencia,Discoteca,Urbano,Erasmus,Sábado,18:00,15,300,300,1.0,10,Sorteo de entradas,WhatsApp,1,Calor,0,Sold out o casi sold out,Alta conversión por RRPP
1966,Fiesta Erasmus,Sevilla,Recinto exterior,Latino,Público general,Sábado,18:00,15,1200,677,0.56,7,Promoción grupos,Instagram,1,Calor,2,Resultado medio,Precio demasiado alto para el público objetivo
1967,Concierto pop,Sevilla,Discoteca,Pop,Erasmus,Sábado,20:00,30,1500,1205,0.8,30,RRPP universitarios,Web ticketing,2,Soleado,0,Buen resultado,Precio demasiado alto para el público objetivo
1968,Noche comercial,Granada,Recinto exterior,Latino,Jóvenes 18-25,Domingo,20:00,13,600,337,0.56,14,Comunidad WhatsApp,Fourvenues,1,Lluvia,1,Resultado medio,Alta conversión por RRPP
